,channelId,channelTitle,videoId,vidoeTitle,description,link,time,year,month,day
0,UCshwRhftzkiov5wKR7M_LsQ,The Independent,615VXOwV__M,Boris Johnson gives an update on the UK&#39;s coronavirus response,,https://www.youtube.com/watch?v=615VXOwV__M,2020-03-12T17:53:43Z,2020,3,12
