,channelId,channelTitle,videoId,vidoeTitle,description,link,time,year,month,day
0,UCshwRhftzkiov5wKR7M_LsQ,The Independent,p5BpU8dS9Oo,Netflix&#39;s superhero show Jupiter&#39;s Legacy is &#39;po-faced&#39; and &#39;inhibited&#39;,"Binge or Bin hosts Annabel Nugent and Jacob Stolworthy pan Netflix's superhero series Jupiter's Legacy, criticising its “po-faced” ...",https://www.youtube.com/watch?v=p5BpU8dS9Oo,2021-06-06T10:00:18Z,2021,6,6
