,channelId,channelTitle,videoId,vidoeTitle,description,link,time,year,month,day
0,UCshwRhftzkiov5wKR7M_LsQ,The Independent,qEGB82ZMW_4,International Women&#39;s Day 2020: How it began and why it&#39;s still important,"International Women's Day has taken place on 8th March for more than a century. The day is a global celebration of the social, ...",https://www.youtube.com/watch?v=qEGB82ZMW_4,2020-03-08T01:30:01Z,2020,3,8
