,channelId,channelTitle,videoId,vidoeTitle,description,link,time,year,month,day
0,UCIRYBXDze5krPDzAEOxFGVA,Guardian News,bbE8Wn8r5GU,US Capitol rioter asks Donald Trump for pardon after arrest: &#39;I feel wronged&#39;,"Jenna Ryan, a Texas real estate broker who took a private jet to Washington to join the attack on the US Capitol, pleaded with ...",https://www.youtube.com/watch?v=bbE8Wn8r5GU,2021-01-16T21:55:00Z,2021,1,16
1,UCIRYBXDze5krPDzAEOxFGVA,Guardian News,JqtTk-XLiy4,Police officer describes attack by Capitol rioters: &#39;I yelled out that I have kids&#39;,A Washington DC police officer who tried to stop rioting Trump supporters from entering the Capitol building on 6 January has ...,https://www.youtube.com/watch?v=JqtTk-XLiy4,2021-01-16T11:47:06Z,2021,1,16
