,channelId,channelTitle,videoId,vidoeTitle,description,link,time,year,month,day
0,UCIRYBXDze5krPDzAEOxFGVA,Guardian News,xkxGSK3Ig6c,"Trump pushes false voter fraud claims in Georgia: &#39;If I lost, I&#39;d be a very gracious loser&#39;","Donald Trump has held his first political rally since losing the presidential election, delivering an incoherent speech laced with ...",https://www.youtube.com/watch?v=xkxGSK3Ig6c,2020-12-06T10:11:44Z,2020,12,6
