,channelId,channelTitle,videoId,vidoeTitle,description,link,time,year,month,day
0,UCIRYBXDze5krPDzAEOxFGVA,Guardian News,qGgJF8beVtU,"&#39;Absolutely nothing&#39; in data to dissuade me from lockdown roadmap, says Boris Johnson","The UK is on track to lift coronavirus restrictions as planned, Boris Johnson told the Conservative spring forum.'In just a few days' ...",https://www.youtube.com/watch?v=qGgJF8beVtU,2021-03-27T13:39:34Z,2021,3,27
1,UCIRYBXDze5krPDzAEOxFGVA,Guardian News,W4fwiaplfOA,Bristol &#39;kill the bill&#39; protest ends in violence as riot police clear out demonstrators,Bristol's third 'kill the bill' demonstration ended in chaos as violence erupted when police moved in to clear out protesters. Dogs ...,https://www.youtube.com/watch?v=W4fwiaplfOA,2021-03-27T12:56:31Z,2021,3,27
