,channelId,channelTitle,videoId,vidoeTitle,description,link,time,year,month,day
0,UCIRYBXDze5krPDzAEOxFGVA,Guardian News,pwhjV-nYq1Y,&#39;So offensive&#39;: deafblind woman and sister verbally abused after lifting mask on train,A teenager was subjected to verbal abuse after she briefly lifted her face covering on a train from Liverpool Central so her ...,https://www.youtube.com/watch?v=pwhjV-nYq1Y,2020-07-25T11:36:32Z,2020,7,25
