,channelId,channelTitle,videoId,vidoeTitle,description,link,time,year,month,day
0,UCIRYBXDze5krPDzAEOxFGVA,Guardian News,GrPs-amBhVA,Russian police arrest protesters demanding Navalny&#39;s release,"More than 4000 people, including Alexei Navalny's wife, Yulia Navalnaya, were detained at rallies across Russia as supporters of ...",https://www.youtube.com/watch?v=GrPs-amBhVA,2021-01-31T20:23:14Z,2021,1,31
