,channelId,channelTitle,videoId,vidoeTitle,description,link,time,year,month,day
0,UCIRYBXDze5krPDzAEOxFGVA,Guardian News,tVBd-vDnOZ4,Police and protesters clash during London &#39;kill the bill&#39; rally,"Fighting erupted between police and demonstrators in London on Saturday at a rally against the police, crime, sentencing and ...",https://www.youtube.com/watch?v=tVBd-vDnOZ4,2021-04-04T15:54:04Z,2021,4,4
1,UCIRYBXDze5krPDzAEOxFGVA,Guardian News,92aNviCNUsg,Jordan&#39;s former crown prince says he&#39;s under house arrest,The half-brother of Jordan's King Abdullah said on Saturday that he had been placed under house arrest and accused the ...,https://www.youtube.com/watch?v=92aNviCNUsg,2021-04-04T10:14:16Z,2021,4,4
