,channelId,channelTitle,videoId,vidoeTitle,description,link,time,year,month,day
0,UCw3fku0sH3qA3c3pZeJwdAw,Daily Mail,ufmcSxav3eQ,London goes into Tier 4: Boris Johnson addresses those who must spend Christmas alone,The new Tier 4 restrictions will hit those in London and the South East just days before Boris Johnson's five-day 'Christmas ...,https://www.youtube.com/watch?v=ufmcSxav3eQ,2020-12-19T21:04:39Z,2020,12,19
1,UCw3fku0sH3qA3c3pZeJwdAw,Daily Mail,MYdlSChMDkw,Pence announces Space Force members will be know as &#39;guardians&#39;,The Trump administration celebrated the first birthday of the United States Space Force on Friday by announcing that its members ...,https://www.youtube.com/watch?v=MYdlSChMDkw,2020-12-19T13:08:15Z,2020,12,19
2,UCw3fku0sH3qA3c3pZeJwdAw,Daily Mail,LieVngSDwwY,Fauci &#39;very frustrated&#39; by rise in push-back against scientific fact,President Donald Trump retweeted a mask skeptic Friday morning just minutes after Vice President Mike Pence got a coronavirus ...,https://www.youtube.com/watch?v=LieVngSDwwY,2020-12-19T13:04:07Z,2020,12,19
